"Optional budget for one interactive chat turn, including retries, failover and tool calls. 0 (the default) waits for the model with no extra cutoff. Set a value only when a reverse proxy would otherwise return 504, and keep it below that proxy timeout.","תקציב אופציונלי לתור צ׳אט אינטראקטיבי אחד, כולל ניסיונות חוזרים, גיבוי כשל וקריאות כלים. 0 (ברירת המחדל) ממתין למודל ללא חתך נוסף. הגדר ערך רק כאשר פרוקסי הפוך אחרת יחזיר 504, ושמור אותו מתחת לפסק הזמן של הפרוקסי."
Optional color for UI (e.g. #4A90E2).,צבע אופציונלי לממשק (לדוגמה #4A90E2).
"Optional comma or line separated list of fieldnames this DocType Query tool may return. When set, results are restricted to these fields in addition to the caller's own readable, non-sensitive fields. It never grants access.","רשימה אופציונלית של שמות שדות מופרדים בפסיקים או שורות שכלי שאילתת ה-DocType הזה רשאי להחזיר. כאשר מוגדר, התוצאות מוגבלות לשדות האלה בנוסף לשדות הקריאים והלא-רגישים של הקורא. זה לעולם לא מעניק גישה."
Optional safe-eval expression. `doc` is available. Example: doc.status == 'Open',ביטוי safe-eval אופציונלי. `doc` זמין. דוגמה: doc.status == 'Open'
"Optional source context supplied by the teaching user. It is retained as unverified context, not authoritative attribution.","הקשר מקור אופציונלי שהמשתמש המלמד מספק. הוא נשמר כהקשר לא מאומת, לא כייחוס סמכותי."
Optional: the knowledge base this terminology belongs to.,אופציונלי: בסיס הידע שאליו שייכת הטרמינולוגיה הזאת.
Organization Name,שם ארגון
Organization Name Key,מפתח שם ארגון
Organization Revision,גרסת ארגון
Output,פלט
Output & Processing,פלט ועיבוד
Output Format,פורמט פלט
Output Key,מפתח פלט
Page,עמוד
Page Number,מספר עמוד
Pages,עמודים
Parameter,פרמטר
Parameter Size,גודל פרמטר
Parameters,פרמטרים
Parent Pipeline Run,הרצת צינור אב
Passed,עבר
Pattern Entities,ישויות תבנית
Pattern Match,התאמת תבנית
Payload,מטען
Pending,ממתין
Pending Approval,ממתין לאישור
"Periodically extract high-precision pattern entities (emails, URLs, phones, IPs, hashes, dates, identifiers, money) from indexed documents into AI Pattern Entity rows. Reads only already-extracted content; off by default.","חלץ מעת לעת ישויות תבנית ברמת דיוק גבוהה (דוא״ל, כתובות URL, טלפונים, כתובות IP, גיבובים, תאריכים, מזהים, כסף) ממסמכים מאונדקסים לתוך שורות ״ישות תבנית של בינה מלאכותית״. קורא רק תוכן שכבר חולץ; כבוי כברירת מחדל."
Pinned,מוצמד
Pipeline,צינור
Pipeline Name,שם צינור
Pipeline Run,הרצת צינור
Pipeline Runs,הרצות צינור
Pipelines,צינורות
"Pipelines, event-driven rules and agents that run without human intervention.","צינורות, כללים מונחי אירועים וסוכנים שרצים ללא התערבות אדם."
Platform Defaults,ברירות מחדל של הפלטפורמה
Platform Settings,הגדרות פלטפורמה
Policy Name,שם מדיניות
Positive,חיובי
Preference,העדפה
Preferred Model,מודל מועדף
"Preserve extracted-text blocks, spacing, and separators. This does not reconstruct the original PDF, Office, or image file.","שמר בלוקי טקסט שחולצו, ריווח ומפרידים. זה לא משחזר את קובץ ה-PDF, Office או התמונה המקורי."
Preserve Extracted-Text Structure,שמר את מבנה הטקסט שחולץ
Priority,עדיפות
Procedural,פרוצדורלי
Processing Duration (ms),משך עיבוד (מ״ש)
Processing Heartbeat,פעימת לב של עיבוד
Processing Job ID,מזהה עבודת עיבוד
Processing Progress,התקדמות עיבוד
Processing Queue,תור עיבוד
Processing Requested By,עיבוד בוקש על ידי
Processing Requested On,עיבוד בוקש בתאריך
Processing Status,סטטוס עיבוד
Prompt,פרומפט
Prompt Template,תבנית פרומפט
Prompt Templates,תבניות פרומפט
Prompt Tokens,טוקני פרומפט
Provenance,מקוריות
Provider,ספק
Provider Name,שם ספק
Provider Type,סוג ספק
Providers,ספקים
Pulled On,נמשך בתאריך
Quality,איכות
Quality Score,ציון איכות
Quantization,קוונטיזציה
Query,שאילתה
Question,שאלה
Queue,תור
Queue Time (ms),זמן תור (מ״ש)
Queued,בתור
Rate Limit / Minute,מגבלת קצב / דקה
Read Only,קריאה בלבד
Reader Used,קורא שנעשה בו שימוש
"Real-time health, usage and configuration of the local AI platform.","תקינות, שימוש ותצורה בזמן אמת של פלטפורמת הבינה המלאכותית המקומית."
Reasoning,הסקה
"Record search telemetry (query text, result identifiers, scores and bounded snippets). Values are passed through the configured redaction patterns before persistence; full result content is never stored. Rows are removed by the scheduled retention cleanup.","רשום טלמטריית חיפוש (טקסט שאילתה, מזהי תוצאה, ציונים וקטעים תחומים). ערכים מועברים דרך תבניות ההשחרה שהוגדרו לפני השמירה; תוכן תוצאה מלא לעולם לא נשמר. שורות מוסרות על ידי ניקוי השמירה המתוזמן."
Redaction Patterns,תבניות עריכה סמויה
Reference,הפניה
Reference DocType,DocType הפניה
Reference Document Type,סוג מסמך הפניה
Reference Name,שם הפניה
Reference to a resource or approval policy governing access to this folder (informational; actual permission uses Frappe sharing).,הפניה למדיניות משאב או אישור שמנהלת את הגישה לתיקייה הזאת (למידע; ההרשאה בפועל משתמשת בשיתוף של Frappe).
Refresh,רענן
Register,רישום
Rejected,נדחה
Rejected At,נדחה ב
Rejected By,נדחה על ידי
Rename,שנה שם
Repair Flagged Segments,תקן מקטעים מסומנים
Repeat Penalty,עונש חזרה
Report,דוח
Reports,דוחות
Request Payload,מטען בקשה
Request Timeout (s),פסק זמן לבקשה (שניות)
Requested At,בוקש ב
Requested By,בוקש על ידי
Requested On,בוקש בתאריך
Requests,בקשות
Require Approval for Learned Knowledge,דרוש אישור לידע נלמד
Require Approval for Write Tools,דרוש אישור לכלי כתיבה
Required,נדרש
Requires Approval,דורש אישור
Rerank,דירוג מחדש
Reserved for schema compatibility until provider-backed model lifecycle management is implemented.,שמור לתאימות סכימה עד להטמעת ניהול מחזור חיים של מודלים מגובי ספק.
Reserved for schema compatibility. Application-level document encryption is not supported; use encrypted storage and database controls.,שמור לתאימות סכימה. הצפנת מסמכים ברמת האפליקציה אינה נתמכת; השתמש באחסון מוצפן ובבקרות מסד נתונים.
Reserved for schema compatibility. Extraction currently returns validated JSON and does not write target records.,שמור לתאימות סכימה. חילוץ כרגע מחזיר JSON מאומת ואינו כותב רשומות יעד.
Resource Control,בקרת משאבים
Resource Policies,מדיניות משאבים
Response,תגובה
Response Format,פורמט תגובה
Response Payload,מטען תגובה
Restrict to Roles,הגבל לתפקידים
Result,תוצאה
Result Data,נתוני תוצאה
Result Mapping,מיפוי תוצאה
Results,תוצאות
Retries,ניסיונות חוזרים
Retrieval,אחזור
Retrieval Brute-Force Ceiling,תקרת אחזור בכוח גס
Retrieval Top K,K העליון לאחזור
Retry,נסה שוב
Retry a failed segment once with a stricter prompt naming the defect.,נסה שוב מקטע שנכשל פעם אחת עם פרומפט נוקשה יותר שנוקב בשם הפגם.
Reused,נעשה בו שימוש חוזר
Reused From Memory,נעשה בו שימוש חוזר מהזיכרון
Reviewed,נבדק
Role,תפקיד
Rule Name,שם כלל
Rule Result,תוצאת הכלל
Rule {0} has no categories configured.,לכלל {0} אין קטגוריות מוגדרות.
Rules,כללים
Run,הרץ
Run Agent,הרץ סוכן
Run Now,הרץ עכשיו
Run Pipeline,הרץ צינור
Run Quality Checks,הרץ בדיקות איכות
Run {0} started.,ההרצה {0} החלה.
Running,רץ
Running rule...,מריץ כלל...
Runs,הרצות
Runtime Model Name,שם מודל בזמן ריצה
Save,שמור
Scan,סרוק
Scheduled,מתוזמן
Schema Name,שם סכימה
Scope,היקף
Scope Value,ערך היקף
Score,ציון
Search,חיפוש
Search Queries,שאילתות חיפוש
Search Type,סוג חיפוש
Security,אבטחה
Segment Size (characters),גודל מקטע (תווים)
Segments,מקטעים
Segments per Model Call,מקטעים לקריאת מודל
Segments reused from the translation memory.,מקטעים שנעשה בהם שימוש חוזר מזיכרון התרגום.
Select,בחר
Semantic,סמנטי
Separator,מפריד
Sequence,רצף
Series,סדרה
Server Method,מתודת שרת
Service Health Logs,יומני תקינות שירות
Severity,חומרה
Shared destination folder used as the default for non-attachment uploads and platform output. Must be a full File folder name (e.g. Home/AI Platform). Only applied when the uploading user has write access to the folder; otherwise the shared uploads folder is used.,תיקיית יעד משותפת שמשמשת כברירת מחדל להעלאות שאינן קבצים מצורפים ולפלט הפלטפורמה. חייב להיות שם תיקיית קבצים מלא (לדוגמה Home/AI Platform). מוחל רק כאשר למשתמש שמעלה יש גישת כתיבה לתיקייה; אחרת נעשה שימוש בתיקיית ההעלאות המשותפת.
Shown to the model. Be explicit about when to use this tool.,מוצג למודל. היה מפורש לגבי מתי להשתמש בכלי הזה.
Similarity Threshold,סף דמיון
Size (bytes),גודל (בתים)
Skill Name,שם כישרון
Skill Summary,סיכום כישרון
Skills,כישרונות
Skipped,דולג
"Snake case identifier exposed to the model, e.g. search_knowledge_base","מזהה בסגנון snake_case שמוצג למודל, לדוגמה search_knowledge_base"
Source,מקור
Source Candidate,מועמד מקור
Source Characters,תווי מקור
Source Checksum,סכום ביקורת של מקור
Source Context,הקשר מקור
Source DocType,DocType מקור
Source Document,מסמך מקור
Source Field,שדה מקור
Source File,קובץ מקור
Source File Record,רשומת קובץ מקור
Source Folder Path,נתיב תיקיית מקור
Source Language,שפת מקור
Source Name,שם מקור
Source Text,טקסט מקור
Source Type,סוג מקור
Source URL,כתובת URL של מקור
Stable display name within the parent folder. Tree operations enforce uniqueness without conflating it with the document ID or checksum.,שם תצוגה יציב בתוך תיקיית האב. פעולות עץ אוכפות ייחודיות מבלי לערבב אותו עם מזהה המסמך או סכום הביקורת.
Stable File record identity for file-backed documents; source_file remains the canonical attachment URL.,זהות רשומת קובץ יציבה למסמכים מבוססי קובץ; source_file נשאר כתובת ה-URL הקנונית של הקובץ המצורף.
Stale,מיושן
Start Conversation,התחל שיחה
Started At,החל ב
Statistics,סטטיסטיקות
Status,סטטוס
Step,שלב
Step Log,יומן שלב
Step Logs,יומני שלב
Steps,שלבים
Stop,עצור
Stop Sequences,רצפי עצירה
Storage & Retention,אחסון ושמירה
Storage Folder,תיקיית אחסון
Streaming,הזרמה
Strict Local Only Mode,מצב מקומי-בלבד נוקשה
Strict Schema,סכימה נוקשה
String,מחרוזת
Structured Extraction,חילוץ מובנה
Structured Output,פלט מובנה
Structured warnings from extraction (ING-05): persisted via canonical reader manager. Empty array means clean extraction; partial extraction stores warnings while status remains Indexed.,אזהרות מובנות מחילוץ (ING-05): נשמרות דרך מנהל הקוראים הקנוני. מערך ריק פירושו חילוץ נקי; חילוץ חלקי שומר אזהרות בעוד הסטטוס נשאר ״מאונדקס״.
Sub Pipeline,צינור משנה
Subject,נושא
"Subject domain, for example ""construction contracts"" or ""medical records"".","תחום הנושא, לדוגמה ""חוזי בנייה"" או ""רשומות רפואיות""."
Success,הצלחה
Successful,מוצלח
Summarization,סיכום
Summarize,סכם
Summary,סיכום
Supports JSON Mode,תומך במצב JSON
Supports Streaming,תומך בהזרמה
Supports Tool Calling,תומך בקריאת כלים
Supports Vision,תומך בראייה
System,מערכת
System Prompt,פרומפט מערכת
System Prompt Override,עקיפת פרומפט מערכת
System-generated source attribution. This value cannot be supplied by a model or client.,ייחוס מקור שנוצר על ידי המערכת. הערך הזה לא יכול להיות מסופק על ידי מודל או לקוח.
Tag,תג
Tags,תגים
Target characters per chunk. Larger windows keep more context but reduce retrieval precision.,תווי יעד לכל מקטע. חלונות גדולים יותר שומרים יותר הקשר אך מפחיתים את דיוק האחזור.
Target DocType,DocType יעד
Target DocType (Unsupported),DocType יעד (לא נתמך)
Target Field,שדה יעד
Target Language,שפת יעד
Target language for the Translate action.,שפת יעד לפעולת ״תרגם״.
Target Report,דוח יעד
Target Scope,היקף יעד
Target Scope Value,ערך היקף יעד
Task Type,סוג משימה
Tasks,משימות
"Teach the platform facts, preferences and procedures. Candidates are validated for provenance, tested for conflicts, approved by an AI Manager, and become persistent memories and skills that shape future answers.","לַמד את הפלטפורמה עובדות, העדפות ונהלים. מועמדים מאומתים למקוריות, נבדקים להתנגשויות, מאושרים בידי מנהל בינה מלאכותית, והופכים לזיכרונות וכישרונות מתמידים שמעצבים תשובות עתידיות."
Teaching User,משתמש מלמד
Technical,טכני
Technical beta only. Disable until SEC-01/TRN-01 enforce authorized KB scope and policy-safe identity on every translation path.,בטא טכנית בלבד. השבת עד ש-SEC-01/TRN-01 יאכפו היקף בסיס ידע מורשה וזהות בטוחת-מדיניות בכל מסלול תרגום.
Temperature,טמפרטורה
Template Name,שם תבנית
Terminology,טרמינולוגיה
Terms,מונחים
Test Automation Rule,בדוק כלל אוטומציה
Test on a Document,בדוק על מסמך
Testing Status,סטטוס בדיקה
Text,טקסט
Text Direction,כיוון טקסט
The file extension leaves no room for a copy name.,סיומת הקובץ לא מותירה מקום לשם עותק.
The selected item no longer exists.,הפריט שנבחר כבר לא קיים.
The selected subtree changed after this operation was queued. Refresh and try again.,עץ המשנה שנבחר השתנה לאחר שהפעולה הזאת נכנסה לתור. רענן ונסה שוב.
The selected subtree changed. Refresh and try again.,עץ המשנה שנבחר השתנה. רענן ונסה שוב.
This item changed after the tree was loaded. Refresh and try again.,הפריט הזה השתנה לאחר שהעץ נטען. רענן ונסה שוב.
Threads,שרשורים
Times Recalled,פעמים נזכר
Times Used,פעמים בשימוש
Title,כותרת
Token Count,ספירת טוקנים
Tokens,טוקנים
Tokens / Second,טוקנים / שנייה
Tool,כלי
Tool Call,קריאת כלי
Tool Call ID,מזהה קריאת כלי
Tool Invocations,קריאות כלים
Tool Name,שם כלי
Tool Result,תוצאת כלי
Tool Sensitive Fields,שדות רגישים לכלי
Tool Type,סוג כלי
Tools,כלים
Top K,K העליון
Top P,P העליון
Top Score,ציון עליון
Total Characters,סך תווים
Total Requests,סך בקשות
Total Tokens,סך טוקנים
Traceback,מעקב מחסנית
Translate,תרגם
Translated,תורגם
Translated Characters,תווים מתורגמים
Translated Document,מסמך מתורגם
Translated Text,טקסט מתורגם
Translating,מתרגם
Translation,תרגום
Translation Glossaries,מילוני תרגום
Translation memory key for this source text and language pair.,מפתח זיכרון תרגום לטקסט המקור הזה ולזוג השפות.
Translation Options,אפשרויות תרגום
Translations,תרגומים
Trigger,טריגר
Triggered By,הופעל על ידי
Turn,תור
Turn ID,מזהה תור
Type,סוג
Unknown,לא ידוע
Updated,עודכן
Upload,העלה
Upload Document,העלה מסמך
Upper bound of distinct pattern entities stored per document scan. The scan itself samples at most 1 MB of extracted text (head and tail).,גבול עליון לישויות תבנית מובחנות שנשמרות לסריקת מסמך. הסריקה עצמה דוגמת לכל היותר 1 MB של טקסט שחולץ (ראש וזנב).
Urgent,דחוף
Usage,שימוש
Usage Snapshots,תמונות שימוש
Use Knowledge Retrieval,השתמש באחזור ידע
Use Translation Memory,השתמש בזיכרון תרגום
User,משתמש
User Agent,סוכן משתמש
User Prompt,פרומפט משתמש
Validated,אומת
Validation,אימות
Validation Notes,הערות אימות
Value,ערך
Variable,משתנה
Variables,משתנים
Vector Norm,נורמת וקטור
Verify SSL,אמת SSL
Verify this many segments per document by translating them back and comparing embeddings. 0 disables it.,אמת את מספר המקטעים הזה למסמך על ידי תרגומם חזרה והשוואת ההטבעות. 0 משבית זאת.
Version,גרסה
Versions (Unsupported),גרסאות (לא נתמך)
View,הצג
Visible to all AI Users,נראה לכל משתמשי הבינה המלאכותית
Vision,ראייה
Warning,אזהרה
Weight,משקל
"When enabled, taught facts, preferences and instructions wait for an AI Manager to approve them before they affect future answers.","כאשר מופעל, עובדות, העדפות והוראות שנלמדו ממתינות למנהל בינה מלאכותית שיאשר אותן לפני שהן משפיעות על תשובות עתידיות."
"Whitespace that follows this segment in the source, so the document reassembles exactly.","רווח שאחרי המקטע הזה במקור, כדי שהמסמך יורכב בחזרה בדיוק."
Words,מילים
Workflow,זרימת עבודה
Yes,כן
You are not permitted to use the agent {0}.,אינך רשאי להשתמש בסוכן {0}.
You do not have permission for the complete folder subtree.,אין לך הרשאה לכל עץ המשנה של התיקייה.
{0} failures,{0} כשלים
{0} must be one of: {1}.,{0} חייב להיות אחד מ: {1}.
{0} of {1} providers are online.,{0} מתוך {1} ספקים מקוונים.
{0} passages,{0} קטעים
"{0} points to {1}, which is outside the local network.","{0} מצביע על {1}, שנמצא מחוץ לרשת המקומית."
{0} promoted to {1}.,{0} קודם ל-{1}.
{0} rejected candidate {1}.,{0} דחה את המועמד {1}.
{0} requests,{0} בקשות
{0} result(s) found in {1} ms,נמצאו {0} תוצאות ב-{1} מ״ש
{0} reused,{0} בשימוש חוזר
{0} segments,{0} מקטעים
{0} selected,{0} נבחרו
{0} step(s) remaining,נותרו {0} שלבים
{0} supports at most {1} bytes.,{0} תומך ב-{1} בתים לכל היותר.
{0} supports at most {1} characters.,{0} תומך ב-{1} תווים לכל היותר.
{0} supports at most {1} entries.,{0} תומך ב-{1} רשומות לכל היותר.
{0} tokens,{0} טוקנים
{0} → {1},{0} ← {1}
{0}% embedded,{0}% מוטבע
{0}% success ({1} runs),{0}% הצלחה ({1} הרצות)
{0}: {1},{0}: {1}
