#,#
"Install these from the terminal with `ollama pull <name>`, or use Install Model above.","Install these from the terminal with `ollama pull <name>`, or use Install Model above."
Instruction,Instruction
Instruction for this segment (optional),Instruction for this segment (optional)
Instructions,Instructions
Integer,Integer
Intelligence,Intelligence
Internal,Internal
Introduce yourself in one sentence.,Introduce yourself in one sentence.
Invalid or inactive Pipeline Run execution context.,Invalid or inactive Pipeline Run execution context.
Invalid redaction pattern {0}: {1},Invalid redaction pattern {0}: {1}
Invalid tree continuation token.,Invalid tree continuation token.
Invalid tree DocType.,Invalid tree DocType.
Invocation {0} arguments must be a JSON object.,Invocation {0} arguments must be a JSON object.
Invocation {0} contains invalid arguments.,Invocation {0} contains invalid arguments.
Invocation {0} does not exist.,Invocation {0} does not exist.
Invocation {0} is not pending approval.,Invocation {0} is not pending approval.
ip,ip
IP Address,IP Address
Is Private,Is Private
Issue Summary,Issue Summary
Issues,Issues
Jinja template. Variables declared below are available in the render context.,Jinja template. Variables declared below are available in the render context.
Job ID,Job ID
jobs,jobs
JSON,JSON
JSON Schema,JSON Schema
JSON Schema is not valid JSON: {0},JSON Schema is not valid JSON: {0}
JSON Schema must be a JSON object.,JSON Schema must be a JSON object.
Keep Alive,Keep Alive
Keep As Is,Keep As Is
Keep this term exactly as written in every language.,Keep this term exactly as written in every language.
Keys here become the pipeline's starting context.,Keys here become the pipeline's starting context.
Keyword,Keyword
keyword,keyword
Kind,Kind
Knowledge,Knowledge
Knowledge Base,Knowledge Base
Knowledge base,Knowledge base
Knowledge Base Scope,Knowledge Base Scope
Knowledge base {0} is listed more than once.,Knowledge base {0} is listed more than once.
Knowledge Bases,Knowledge Bases
Knowledge bases,Knowledge bases
Knowledge Candidates,Knowledge Candidates
Knowledge Content,Knowledge Content
Knowledge Content cannot be empty.,Knowledge Content cannot be empty.
Knowledge Explorer,Knowledge Explorer
Knowledge export document row {0} must be a JSON object.,Knowledge export document row {0} must be a JSON object.
Knowledge export document row {0} requires a title.,Knowledge export document row {0} requires a title.
Knowledge export document row {0} requires text content.,Knowledge export document row {0} requires text content.
"Knowledge retrieval is on but no knowledge base is selected, so every accessible base will be searched.","Knowledge retrieval is on but no knowledge base is selected, so every accessible base will be searched."
Knowledge Tag,Knowledge Tag
Label,Label
Language,Language
Last Checked,Last Checked
Last Error,Last Error
Last Health Check,Last Health Check
Last Indexed On,Last Indexed On
Last Message,Last Message
Last Operation,Last Operation
Last Operation By,Last Operation By
Last Operation On,Last Operation On
Last Run,Last Run
Last Used,Last Used
Last Used On,Last Used On
Latency (ms),Latency (ms)
Learned Context,Learned Context
Learning,Learning
Learning Activity,Learning Activity
Leave empty to allow every enabled model.,Leave empty to allow every enabled model.
Leave empty to detect the language of the extracted text automatically.,Leave empty to detect the language of the extracted text automatically.
Leave empty to generate a collision-safe copy name.,Leave empty to generate a collision-safe copy name.
Leave empty to use the default chat model.,Leave empty to use the default chat model.
Leave empty to use the platform's default translation or chat model.,Leave empty to use the platform's default translation or chat model.
Legal,Legal
limit,limit
Limits,Limits
list,list
List the open items that need my attention,List the open items that need my attention
Llama.cpp,Llama.cpp
LM Studio,LM Studio
Load earlier messages,Load earlier messages
Load more…,Load more…
Loading warnings...,Loading warnings...
Loading...,Loading...
Local AI Assistant,Local AI Assistant
Local models were reconciled for provider {0}.,Local models were reconciled for provider {0}.
Local Only Mode,Local Only Mode
Local Only Mode Disabled,Local Only Mode Disabled
Location,Location
Log Prompts,Log Prompts
Log Responses,Log Responses
Log retention days must be at least 1.,Log retention days must be at least 1.
Log Search Queries,Log Search Queries
Log Type,Log Type
long,long
Low,Low
Lower values are preferred during automatic failover.,Lower values are preferred during automatic failover.
Manage,Manage
Manual,Manual
Mark as Reviewed,Mark as Reviewed
Markdown,Markdown
marker,marker
Max Concurrent Requests,Max Concurrent Requests
Max Context Characters,Max Context Characters
Max Document Size (MB),Max Document Size (MB)
Max Documents / Day,Max Documents / Day
Max Memory Context Characters,Max Memory Context Characters
Max Pattern Entities per Document,Max Pattern Entities per Document
Max Requests / Hour,Max Requests / Hour
Max Requests / User / Hour,Max Requests / User / Hour
Max Retries,Max Retries
Max Runtime (s),Max Runtime (s)
Max Tokens,Max Tokens
Max Tokens / Day,Max Tokens / Day
Max Tokens / User / Day,Max Tokens / User / Day
Max Tokens cannot be negative.,Max Tokens cannot be negative.
Max Tool Iterations,Max Tool Iterations
Max Tool Iterations cannot exceed 10.,Max Tool Iterations cannot exceed 10.
Max Turn Duration (s),Max Turn Duration (s)
"Max Turn Duration must be at least 10 seconds, or 0 to disable it.","Max Turn Duration must be at least 10 seconds, or 0 to disable it."
Maximum Runtime must be between 1 and 3600 seconds.,Maximum Runtime must be between 1 and 3600 seconds.
Medium,Medium
Memories,Memories
Memories Recalled Per Turn,Memories Recalled Per Turn
Memory,Memory
Memory archived,Memory archived
Memory content cannot be empty.,Memory content cannot be empty.
Memory ID,Memory ID
Memory Reuse,Memory Reuse
Memory Type,Memory Type
Memory Usage,Memory Usage
Message,Message
Messages,Messages
messages,messages
Metadata,Metadata
Metadata refreshed,Metadata refreshed
Method {0} is not whitelisted and cannot be used as a tool.,Method {0} is not whitelisted and cannot be used as a tool.
Metrics,Metrics
MIME Type,MIME Type
Minimum cosine score from 0 to 1. Values such as 25 are treated as 25%.,Minimum cosine score from 0 to 1. Values such as 25 are treated as 25%.
"Minimum cosine similarity a passage needs to be considered relevant. Use 0–1, or 1–100 as a percentage (25 becomes 0.25). 0 returns everything; 1 only exact matches.","Minimum cosine similarity a passage needs to be considered relevant. Use 0–1, or 1–100 as a percentage (25 becomes 0.25). 0 returns everything; 1 only exact matches."
Minimum Usage Count,Minimum Usage Count
Missing,Missing
Missing Information,Missing Information
Model,Model
Model Discovery,Model Discovery
Model Manager,Model Manager
Model Name,Model Name
Model Name Prefix,Model Name Prefix
Model Not Permitted,Model Not Permitted
Model Test,Model Test
Model Test Failed,Model Test Failed
Model Test: {0},Model Test: {0}
Model Type,Model Type
Model Type {0} is not supported by the current execution engine.,Model Type {0} is not supported by the current execution engine.
Model Used,Model Used
Models,Models
models,models
Models Available,Models Available
money,money
Monitoring,Monitoring
More than one File is attached as the source of AI Document {0}.,More than one File is attached as the source of AI Document {0}.
More than one File record uses {0}; backfill the exact File identity first.,More than one File record uses {0}; backfill the exact File identity first.
Move,Move
Move completed with errors,Move completed with errors
Move Documents to Folder,Move Documents to Folder
Move Documents to Folder…,Move Documents to Folder…
Move failed,Move failed
Move Selected,Move Selected
Move Selected Items,Move Selected Items
Move to Folder…,Move to Folder…
Moved to {0},Moved to {0}
Moving folder subtree,Moving folder subtree
Must be a Chat or Vision model (for example qwen2.5:0.5b). Embedding models such as all-minilm belong in Default Embedding Model.,Must be a Chat or Vision model (for example qwen2.5:0.5b). Embedding models such as all-minilm belong in Default Embedding Model.
Must be a Vision model (for example llava:7b). Leave empty if you have none that fit this machine.,Must be a Vision model (for example llava:7b). Leave empty if you have none that fit this machine.
Must be an Embedding model (nomic-embed-text or all-minilm). Do not put a chat model here.,Must be an Embedding model (nomic-embed-text or all-minilm). Do not put a chat model here.
My Conversations,My Conversations
Native File folder this settings record extends (is_folder=1).,Native File folder this settings record extends (is_folder=1).
Needs Review,Needs Review
Needs Review ({0}),Needs Review ({0})
Needs ~10 GB free RAM,Needs ~10 GB free RAM
Needs ~11 GB free RAM — skip if Test says out of memory,Needs ~11 GB free RAM — skip if Test says out of memory
Needs ~11 GB free RAM — too large for a 10 GB machine,Needs ~11 GB free RAM — too large for a 10 GB machine
Needs ~16 GB free RAM,Needs ~16 GB free RAM
Negative,Negative
Nested pipeline dependencies cannot exceed {0} levels.,Nested pipeline dependencies cannot exceed {0} levels.
Nested pipeline dependency cycle detected: {0}.,Nested pipeline dependency cycle detected: {0}.
Nested pipeline dependency graph exceeds the {0}-edge validation limit.,Nested pipeline dependency graph exceeds the {0}-edge validation limit.
Nested pipelines cannot exceed {0} levels.,Nested pipelines cannot exceed {0} levels.
Neutral,Neutral
New Conversation,New Conversation
New Folder,New Folder
New Knowledge Base,New Knowledge Base
New Name,New Name
Newline separated hostnames permitted in strict local-only mode.,Newline separated hostnames permitted in strict local-only mode.
Newline separated regular expressions redacted before logging.,Newline separated regular expressions redacted before logging.
Next,Next
No,No
No adapter is registered for provider type {0}.,No adapter is registered for provider type {0}.
No Agent,No Agent
No AI agent is configured yet.,No AI agent is configured yet.
No AI Agent is configured. Create one in the AI Administration workspace.,No AI Agent is configured. Create one in the AI Administration workspace.
No AI Provider is configured. Create one in the AI Administration workspace.,No AI Provider is configured. Create one in the AI Administration workspace.
No conversations yet,No conversations yet
no details,no details
No document reader is registered for .{0}. Supported extensions: {1},No document reader is registered for .{0}. Supported extensions: {1}
No document supplied to the Embed step.,No document supplied to the Embed step.
No document supplied to the Extract Text step.,No document supplied to the Extract Text step.
No documents yet.,No documents yet.
"No embedding model is set, so semantic search is unavailable for this knowledge base.","No embedding model is set, so semantic search is unavailable for this knowledge base."
No enabled {0} model is available. Register one in the AI Models workspace.,No enabled {0} model is available. Register one in the AI Models workspace.
No extraction warnings — clean extraction.,No extraction warnings — clean extraction.
No longer present,No longer present
No Model,No Model
No models registered yet. Start your runtime and click Discover Models.,No models registered yet. Start your runtime and click Discover Models.
No models registered.,No models registered.
No originating record is required for this source type.,No originating record is required for this source type.
No pattern entities yet. Use Extract Patterns to scan this document.,No pattern entities yet. Use Extract Patterns to scan this document.
No Provider,No Provider
No providers configured.,No providers configured.
No recent failures.,No recent failures.
No segments are flagged.,No segments are flagged.
No segments yet.,No segments yet.
No source file is attached.,No source file is attached.
No sources for this answer.,No sources for this answer.
No usage recorded yet.,No usage recorded yet.
No valid target knowledge base could be determined.,No valid target knowledge base could be determined.
nodes must be a valid JSON array,nodes must be a valid JSON array
nodes must be an array of tree node identifiers,nodes must be an array of tree node identifiers
Non-manager URL ingestion is limited to hosts in Additional Allowed Hosts.,Non-manager URL ingestion is limited to hosts in Additional Allowed Hosts.
None,None
None yet.,None yet.
Normalized case-folded SHA-256 location-local identity used for collation-independent cross-database collision enforcement.,Normalized case-folded SHA-256 location-local identity used for collation-independent cross-database collision enforcement.
Normalized Value,Normalized Value
not embedded,not embedded
Not Helpful,Not Helpful
Not helpful,Not helpful
Not Permitted,Not Permitted
Not permitted.,Not permitted.
Not ready,Not ready
Not Tested,Not Tested
Notes,Notes
Nothing awaiting approval.,Nothing awaiting approval.
"Nothing matched. Try different words, or check that the documents are indexed.","Nothing matched. Try different words, or check that the documents are indexed."
Number,Number
Number of passages retrieved for every query. More passages give the model more evidence but use more context window.,Number of passages retrieved for every query. More passages give the model more evidence but use more context window.
Object,Object
Occurrences,Occurrences
Office document contains too many archive members ({0}).,Office document contains too many archive members ({0}).
Office document expands beyond the configured processing limit.,Office document expands beyond the configured processing limit.
Offline,Offline
Ollama,Ollama
On,On
On Error,On Error
on_cancel,on_cancel
on_submit,on_submit
on_trash,on_trash
on_update,on_update
One or more requested chunks contain no readable text.,One or more requested chunks contain no readable text.
Online,Online
"Online. {0} model(s) available, {1} ms latency.","Online. {0} model(s) available, {1} ms latency."
Only absolute HTTP and HTTPS source URLs are supported.,Only absolute HTTP and HTTPS source URLs are supported.
"Only AI Managers may teach Global, Role, Agent, or another user's scope.","Only AI Managers may teach Global, Role, Agent, or another user's scope."
Only failed or cancelled pipeline runs can be retried.,Only failed or cancelled pipeline runs can be retried.
Only files can be copied. Folders are moved instead.,Only files can be copied. Folders are moved instead.
Only folders can be added to favorites.,Only folders can be added to favorites.
Only folders can be removed from favorites.,Only folders can be removed from favorites.
Only Ollama providers support installing models from the Desk. Use your runtime's own tooling.,Only Ollama providers support installing models from the Desk. Use your runtime's own tooling.
Only queued or running pipelines can be cancelled.,Only queued or running pipelines can be cancelled.
Only the run owner or an AI Manager can perform this action.,Only the run owner or an AI Manager can perform this action.
Open,Open
Open a conversation first.,Open a conversation first.
Open document,Open document
Open Document Tree,Open Document Tree
Open Files,Open Files
Open in Assistant,Open in Assistant
Open Settings,Open Settings
OpenAI Compatible,OpenAI Compatible
Operation,Operation
Operation queued: {0},Operation queued: {0}
Operations Dashboard,Operations Dashboard
"Optional budget for one interactive chat turn, including retries, failover and tool calls. 0 (the default) waits for the model with no extra cutoff. Set a value only when a reverse proxy would otherwise return 504, and keep it below that proxy timeout.","Optional budget for one interactive chat turn, including retries, failover and tool calls. 0 (the default) waits for the model with no extra cutoff. Set a value only when a reverse proxy would otherwise return 504, and keep it below that proxy timeout."
Optional color for UI (e.g. #4A90E2).,Optional color for UI (e.g. #4A90E2).
"Optional comma or line separated list of fieldnames this DocType Query tool may return. When set, results are restricted to these fields in addition to the caller's own readable, non-sensitive fields. It never grants access.","Optional comma or line separated list of fieldnames this DocType Query tool may return. When set, results are restricted to these fields in addition to the caller's own readable, non-sensitive fields. It never grants access."
Optional safe-eval expression. `doc` is available. Example: doc.status == 'Open',Optional safe-eval expression. `doc` is available. Example: doc.status == 'Open'
"Optional source context supplied by the teaching user. It is retained as unverified context, not authoritative attribution.","Optional source context supplied by the teaching user. It is retained as unverified context, not authoritative attribution."
"Optional, for example: construction contracts.","Optional, for example: construction contracts."
Optional: the knowledge base this terminology belongs to.,Optional: the knowledge base this terminology belongs to.
Organization Name,Organization Name
Organization Name Key,Organization Name Key
Organization Revision,Organization Revision
Originating record exists and is readable by the teaching user.,Originating record exists and is readable by the teaching user.
Output,Output
Output & Processing,Output & Processing
Output Format,Output Format
Output Key,Output Key
Output Preview,Output Preview
Page,Page
page,page
Page Number,Page Number
Pages,Pages
paragraph,paragraph
Parameter,Parameter
Parameter Size,Parameter Size
Parameters,Parameters
Parent Pipeline Run,Parent Pipeline Run
Partial,Partial
partial extraction will still be indexed,partial extraction will still be indexed
Partial extraction — warnings present,Partial extraction — warnings present
Passed,Passed
Pattern Entities,Pattern Entities
Pattern Match,Pattern Match
Payload,Payload
Pending,Pending
Pending Approval,Pending Approval
Pending Approvals,Pending Approvals
"Periodically extract high-precision pattern entities (emails, URLs, phones, IPs, hashes, dates, identifiers, money) from indexed documents into AI Pattern Entity rows. Reads only already-extracted content; off by default.","Periodically extract high-precision pattern entities (emails, URLs, phones, IPs, hashes, dates, identifiers, money) from indexed documents into AI Pattern Entity rows. Reads only already-extracted content; off by default."
phone,phone
Pick a Chat model such as qwen2.5:0.5b.,Pick a Chat model such as qwen2.5:0.5b.
"Pick a Vision model, or leave this empty.","Pick a Vision model, or leave this empty."
Pick an Embedding model such as nomic-embed-text.,Pick an Embedding model such as nomic-embed-text.
Pin / Unpin,Pin / Unpin
Pinned,Pinned
Pipeline,Pipeline
Pipeline input must be a JSON object.,Pipeline input must be a JSON object.
Pipeline Name,Pipeline Name
Pipeline Run,Pipeline Run
Pipeline run cancelled.,Pipeline run cancelled.
Pipeline run {0} entered state {1}.,Pipeline run {0} entered state {1}.
Pipeline run {0} was cancelled by {1}.,Pipeline run {0} was cancelled by {1}.
Pipeline Runs,Pipeline Runs
Pipeline {0} is disabled.,Pipeline {0} is disabled.
Pipelines,Pipelines
"Pipelines, event-driven rules and agents that run without human intervention.","Pipelines, event-driven rules and agents that run without human intervention."
Platform Defaults,Platform Defaults
Platform enabled,Platform enabled
Platform is fully configured and ready.,Platform is fully configured and ready.
Platform is ready.,Platform is ready.
Platform Settings,Platform Settings
Please sign in to use the AI Assistant.,Please sign in to use the AI Assistant.
Please sign in to use the Knowledge Explorer.,Please sign in to use the Knowledge Explorer.
Policy Name,Policy Name
Positive,Positive
Potential conflicts detected:,Potential conflicts detected:
Preference,Preference
Preferred Model,Preferred Model
"Preserve extracted-text blocks, spacing, and separators. This does not reconstruct the original PDF, Office, or image file.","Preserve extracted-text blocks, spacing, and separators. This does not reconstruct the original PDF, Office, or image file."
Preserve Extracted-Text Structure,Preserve Extracted-Text Structure
Preview Input,Preview Input
Preview JSON Schema,Preview JSON Schema
Preview Output,Preview Output
Preview Prompt,Preview Prompt
Previous,Previous
Priority,Priority
Procedural,Procedural
process,process
Process Now,Process Now
Processing Duration (ms),Processing Duration (ms)
Processing Heartbeat,Processing Heartbeat
Processing Job ID,Processing Job ID
Processing Progress,Processing Progress
Processing Queue,Processing Queue
Processing Requested By,Processing Requested By
Processing Requested On,Processing Requested On
Processing Status,Processing Status
Processing user {0} is disabled.,Processing user {0} is disabled.
Processing {0}. Your next question will use this file even if indexing is still running.,Processing {0}. Your next question will use this file even if indexing is still running.
Processing {0}...,Processing {0}...
Promoting to memory / skill...,Promoting to memory / skill...
Prompt,Prompt
Prompt Template,Prompt Template
Prompt Template {0} is disabled.,Prompt Template {0} is disabled.
Prompt Templates,Prompt Templates
Prompt Tokens,Prompt Tokens
Prompt variable {0} is required.,Prompt variable {0} is required.
Provenance,Provenance
Provenance is missing.,Provenance is missing.
Provenance is recorded.,Provenance is recorded.
Provenance: {0},Provenance: {0}
Provide source text or a source document to translate.,Provide source text or a source document to translate.
Provider,Provider
Provider endpoints outside the local network will now be allowed. Prompts and document contents could leave this machine.,Provider endpoints outside the local network will now be allowed. Prompts and document contents could leave this machine.
Provider Name,Provider Name
Provider returned a non-JSON response.,Provider returned a non-JSON response.
Provider Status,Provider Status
Provider Type,Provider Type
Provider type {0} does not support deleting models.,Provider type {0} does not support deleting models.
Provider type {0} does not support pulling models.,Provider type {0} does not support pulling models.
Provider {0},Provider {0}
Provider {0} did not respond within {1}s.,Provider {0} did not respond within {1}s.
Provider {0} is unreachable at {1}. Is the runtime running?,Provider {0} is unreachable at {1}. Is the runtime running?
Provider {0} request failed: {1},Provider {0} request failed: {1}
Provider {0} request was refused: {1},Provider {0} request was refused: {1}
Provider {0} returned HTTP {1}: {2},Provider {0} returned HTTP {1}: {2}
Provider {0} timed out while connecting to {1}.,Provider {0} timed out while connecting to {1}.
Provider {0} was not called: the request time budget is exhausted.,Provider {0} was not called: the request time budget is exhausted.
Provider {0} was not called: {1},Provider {0} was not called: {1}
Providers,Providers
Providers Online,Providers Online
Public,Public
Pulled On,Pulled On
Purge,Purge
Purge Logs,Purge Logs
Purge Old Logs,Purge Old Logs
Quality,Quality
Quality Score,Quality Score
Quality {0}%,Quality {0}%
Quantization,Quantization
Query,Query
Question,Question
Queue,Queue
Queue data unavailable.,Queue data unavailable.
Queue Time (ms),Queue Time (ms)
Queued,Queued
Queued for indexing,Queued for indexing
Queued for processing,Queued for processing
Queued for translation,Queued for translation
Queued {0} documents for reindexing in {1}.,Queued {0} documents for reindexing in {1}.
Quick Test,Quick Test
Quota Exceeded,Quota Exceeded
RAG,RAG
Rate Limit / Minute,Rate Limit / Minute
"Rating saved. Learning is disabled, so no candidate was created.","Rating saved. Learning is disabled, so no candidate was created."
Rating saved. Teaching is not permitted for your role.,Rating saved. Teaching is not permitted for your role.
Re-enable this skill?,Re-enable this skill?
Re-index All,Re-index All
Re-indexing Required,Re-indexing Required
Re-process,Re-process
Re-process every document in this knowledge base? This may take a while.,Re-process every document in this knowledge base? This may take a while.
Re-process {0} document(s)?,Re-process {0} document(s)?
Re-translate,Re-translate
Re-translate segment,Re-translate segment
Re-translate segment {0},Re-translate segment {0}
Re-translating...,Re-translating...
Read Only,Read Only
Reader Used,Reader Used
Reading model list...,Reading model list...
"Real-time health, usage and configuration of the local AI platform.","Real-time health, usage and configuration of the local AI platform."
Reason,Reason
Reasoning,Reasoning
Recalled Memories,Recalled Memories
Recent,Recent
Recent Documents,Recent Documents
Recent Failures,Recent Failures
"Recommended embeddings, ~274 MB","Recommended embeddings, ~274 MB"
"Record search telemetry (query text, result identifiers, scores and bounded snippets). Values are passed through the configured redaction patterns before persistence; full result content is never stored. Rows are removed by the scheduled retention cleanup.","Record search telemetry (query text, result identifiers, scores and bounded snippets). Values are passed through the configured redaction patterns before persistence; full result content is never stored. Rows are removed by the scheduled retention cleanup."
Recorded By: {0},Recorded By: {0}
Recursive copy of {0} was queued.,Recursive copy of {0} was queued.
Recursive deletion of {0} was queued.,Recursive deletion of {0} was queued.
Recursive move of {0} was queued.,Recursive move of {0} was queued.
Recursive nested pipeline call to {0} was refused.,Recursive nested pipeline call to {0} was refused.
Redaction Patterns,Redaction Patterns
Reference,Reference
Reference DocType,Reference DocType
Reference Document Type,Reference Document Type
Reference Name,Reference Name
Reference to a resource or approval policy governing access to this folder (informational; actual permission uses Frappe sharing).,Reference to a resource or approval policy governing access to this folder (informational; actual permission uses Frappe sharing).
Refresh,Refresh
Refresh Metadata,Refresh Metadata
Refresh Statistics,Refresh Statistics
Register,Register
Registered,Registered
Reject,Reject
Reject this candidate so it is never learned?,Reject this candidate so it is never learned?
Rejected,Rejected
Rejected At,Rejected At
Rejected By,Rejected By
Relevance,Relevance
Remove,Remove
Remove Folder from Favorites,Remove Folder from Favorites
Rename,Rename
Rename Conversation,Rename Conversation
Rename…,Rename…
Repair Flagged Segments,Repair Flagged Segments
Repeat Penalty,Repeat Penalty
Report,Report
Reports,Reports
reprocess,reprocess
req,req
Request Payload,Request Payload
Request Timeout (s),Request Timeout (s)
Request Timeout must be at least 5 seconds.,Request Timeout must be at least 5 seconds.
Requested At,Requested At
Requested By,Requested By
Requested On,Requested On
Requests,Requests
requests,requests
Requests (24h),Requests (24h)
Require Approval for Learned Knowledge,Require Approval for Learned Knowledge
Require Approval for Write Tools,Require Approval for Write Tools
Required,Required
Requires Approval,Requires Approval
Rerank,Rerank
Reserved for schema compatibility until provider-backed model lifecycle management is implemented.,Reserved for schema compatibility until provider-backed model lifecycle management is implemented.
Reserved for schema compatibility. Application-level document encryption is not supported; use encrypted storage and database controls.,Reserved for schema compatibility. Application-level document encryption is not supported; use encrypted storage and database controls.
Reserved for schema compatibility. Extraction currently returns validated JSON and does not write target records.,Reserved for schema compatibility. Extraction currently returns validated JSON and does not write target records.
Resource Control,Resource Control
Resource Policies,Resource Policies
Response,Response
Response Format,Response Format
Response Payload,Response Payload
Restore Archived,Restore Archived
Restrict to Roles,Restrict to Roles
Result,Result
Result Data,Result Data
Result Mapping,Result Mapping
Results,Results
Retries,Retries
Retrieval,Retrieval
Retrieval Brute-Force Ceiling,Retrieval Brute-Force Ceiling
"Retrieval Brute-Force Ceiling must be at least 200 chunks, or empty for the default.","Retrieval Brute-Force Ceiling must be at least 200 chunks, or empty for the default."
Retrieval diagnostics,Retrieval diagnostics
Retrieval Top K,Retrieval Top K
Retry,Retry
Retry a failed segment once with a stricter prompt naming the defect.,Retry a failed segment once with a stricter prompt naming the defect.
Retry Last,Retry Last
Retry Processing,Retry Processing
Returned {0}-dimensional embeddings.,Returned {0}-dimensional embeddings.
Reused,Reused
reused,reused
Reused From Memory,Reused From Memory
Review,Review
Review Flagged Only,Review Flagged Only
Review Segments,Review Segments
Review Translation,Review Translation
Review {0},Review {0}
Reviewed,Reviewed
Role,Role
Row {0}: a pipeline cannot call itself.,Row {0}: a pipeline cannot call itself.
"Row {0}: a translatable term needs at least two languages,","Row {0}: a translatable term needs at least two languages,"
Row {0}: Configuration is not valid JSON: {1},Row {0}: Configuration is not valid JSON: {1}
Row {0}: enter the term in at least one language.,Row {0}: enter the term in at least one language.
Row {0}: Field Name is required.,Row {0}: Field Name is required.
Row {0}: Field Name {1} is duplicated.,Row {0}: Field Name {1} is duplicated.
"Row {0}: Field Name {1} may only contain letters, numbers and underscores.","Row {0}: Field Name {1} may only contain letters, numbers and underscores."
Row {0}: step name {1} is duplicated.,Row {0}: step name {1} is duplicated.
Row {0}: this term is already in the glossary.,Row {0}: this term is already in the glossary.
Row {0}: {1},Row {0}: {1}
Row {0}: {1} is required for a {2} step.,Row {0}: {1} is required for a {2} step.
rule,rule
Rule Name,Rule Name
Rule Result,Rule Result
Rule {0} has no categories configured.,Rule {0} has no categories configured.
Rules,Rules
Run,Run
Run Agent,Run Agent
Run Discover Models on your provider.,Run Discover Models on your provider.
Run Now,Run Now
Run Pipeline,Run Pipeline
Run Quality Checks,Run Quality Checks
Run the tool {0} with the recorded arguments?,Run the tool {0} with the recorded arguments?
Run {0} started.,Run {0} started.
Running,Running
Running a probe prompt...,Running a probe prompt...
Running rule...,Running rule...
Running...,Running...
Runs,Runs
Runtime Model Name,Runtime Model Name
Sample Text,Sample Text
Save,Save
Scan,Scan
Scanning patterns...,Scanning patterns...
Scheduled,Scheduled
Schema Name,Schema Name
Scope,Scope
Scope Value,Scope Value
Scope Value is required when Scope is not Global.,Scope Value is required when Scope is not Global.
Score,Score
Search,Search
Search conversations,Search conversations
Search failed.,Search failed.
Search folders and documents,Search folders and documents
Search Queries,Search Queries
Search query,Search query
Search Type,Search Type
Search type,Search type
Search your documents in natural language...,Search your documents in natural language...
Searching...,Searching...
Security,Security
Segment Size (characters),Segment Size (characters)
Segment {0} does not exist in this translation.,Segment {0} does not exist in this translation.
Segments,Segments
Segments per Model Call,Segments per Model Call
Segments reused from the translation memory.,Segments reused from the translation memory.
Select,Select
Select a knowledge base below or attach a file when you want grounded answers — general chat stays fast.,Select a knowledge base below or attach a file when you want grounded answers — general chat stays fast.
Select an Extraction Schema first.,Select an Extraction Schema first.
Select at least one document.,Select at least one document.
Select at least one file or folder.,Select at least one file or folder.
Select at least one item.,Select at least one item.
Select Destination Folder,Select Destination Folder
Select exactly one file or folder.,Select exactly one file or folder.
Semantic,Semantic
semantic,semantic
semantic search fell back to keyword matching.,semantic search fell back to keyword matching.
Send feedback,Send feedback
Separator,Separator
Sequence,Sequence
Series,Series
Server Method,Server Method
Service Health Logs,Service Health Logs
Set Default,Set Default
Set Default Chat Model in AI Platform Settings.,Set Default Chat Model in AI Platform Settings.
Setup incomplete,Setup incomplete
Severity,Severity
Shared destination folder used as the default for non-attachment uploads and platform output. Must be a full File folder name (e.g. Home/AI Platform). Only applied when the uploading user has write access to the folder; otherwise the shared uploads folder is used.,Shared destination folder used as the default for non-attachment uploads and platform output. Must be a full File folder name (e.g. Home/AI Platform). Only applied when the uploading user has write access to the folder; otherwise the shared uploads folder is used.
short,short
Shown to the model. Be explicit about when to use this tool.,Shown to the model. Be explicit about when to use this tool.
Similarity Threshold,Similarity Threshold
"Similarity Threshold must be between 0 and 1, or 1–100 as a percentage.","Similarity Threshold must be between 0 and 1, or 1–100 as a percentage."
Size (bytes),Size (bytes)
Skill disabled,Skill disabled
Skill enabled,Skill enabled
Skill ID,Skill ID
Skill instructions cannot be empty.,Skill instructions cannot be empty.
Skill Name,Skill Name
Skill Summary,Skill Summary
Skill Type,Skill Type
Skills,Skills
Skipped,Skipped
"Small and capable, ~2.3 GB","Small and capable, ~2.3 GB"
"Snake case identifier exposed to the model, e.g. search_knowledge_base","Snake case identifier exposed to the model, e.g. search_knowledge_base"
Source,Source
Source Candidate,Source Candidate
Source Characters,Source Characters
Source Checksum,Source Checksum
Source Context,Source Context
Source DocType,Source DocType
Source DocType and record name are required.,Source DocType and record name are required.
Source DocType and Source Name are required.,Source DocType and Source Name are required.
Source DocType and Source Name must be provided together.,Source DocType and Source Name must be provided together.
Source Document,Source Document
Source Field,Source Field
Source File,Source File
Source File Record,Source File Record
Source File record and Source File URL do not match.,Source File record and Source File URL do not match.
Source File record {0} does not exist.,Source File record {0} does not exist.
Source Folder Path,Source Folder Path
Source Language,Source Language
Source Name,Source Name
Source record {0} {1} does not exist.,Source record {0} {1} does not exist.
Source Record: {0} {1},Source Record: {0} {1}
Source Text,Source Text
Source Type,Source Type
Source type {0} is not supported.,Source type {0} is not supported.
Source Type {0} is not supported. Upload individual files instead.,Source Type {0} is not supported. Upload individual files instead.
Source Type: {0},Source Type: {0}
Source URL,Source URL
Source URLs must not contain embedded credentials.,Source URLs must not contain embedded credentials.
Source User,Source User
Source user and type are recorded.,Source user and type are recorded.
Source user or type is invalid.,Source user or type is invalid.
Sources,Sources
sources,sources
Sources cited in the latest answer appear here.,Sources cited in the latest answer appear here.
